Report_Id,Crime_Type,,Crime_Detail,Year_Key,Street_Address,Datetime
"1731552c3b460bc3","Vandalism","","CRIMINAL MISCHIEF 3RD - DAMAGE TO BUSINESS PROPERTY","2020-00134249","2600 BLOCK  LOWER WETUMPKA RD","6/26/2020 @ 5:00 PM"
"1731552c3b460bc3","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00131825","2000 BLOCK  MIDWAY ST","6/26/2020 @ 3:00 AM"
"1731552c3b460bc3","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00131772","200 BLOCK W  PARK AV","6/25/2020 @ 11:00 PM"
"1731552c3b460bc3","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00135267","200 BLOCK  GARDENDALE DR","6/25/2020 @ 9:00 PM"
"1731552c3b460bc3","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00131581","300 BLOCK  CHISHOLM ST","6/25/2020 @ 7:50 PM"
"1731552c3b460bc3","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00130843","3000 BLOCK  ALTA RD","6/25/2020 @ 2:09 AM"
"1731552c3b460bc3","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00130779","100 BLOCK  CEDAR ST","6/24/2020 @ 11:00 PM"
"1731552c3b460bc3","Theft / Larceny","","THEFT 2ND - FIREARMS","2020-00135843","3000 BLOCK  LA RHODA ST","6/24/2020 @ 11:00 AM"
"1731552c3b460bc3","Fraud","","THEFT 3RD - CREDIT CARD/ATM FRAUD","2020-00132094","0 BLOCK  COX LN","6/21/2020 @ 12:00 AM"
"1731552c3b460bc3","Burglary","","BURGLARY 3RD - RESIDENCE - NO FORCE","2020-00135215","2900 BLOCK  LOWER WETUMPKA RD","6/20/2020 @ 5:00 PM"
"172e6e743c848fa2","Assault","","HARASSMENT","2020-00129752","2000 BLOCK  SPEIGLE ST","6/23/2020 @ 2:30 PM"
"172e6e743c848fa2","Theft / Larceny","","THEFT 3RD - FROM YARD","2020-00129903","300 BLOCK  GARDENDALE DR","6/23/2020 @ 2:30 AM"
"172e6e743c848fa2","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00129525","400 BLOCK  COLISEUM BLVD","6/22/2020 @ 5:00 PM"
"172e6e73fc2cb8f5","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00129906","500 BLOCK  HANK WAY","6/23/2020 @ 7:00 PM"
"172e6e73fc2cb8f5","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00129684","500 BLOCK W  JEFF DAVIS AV","6/23/2020 @ 12:30 PM"
"172e6e73fc2cb8f5","Burglary","","BURGLARY 3RD - RESIDENCE - NO FORCE","2020-00129670","1100 BLOCK  LAUREL LN","6/23/2020 @ 12:10 PM"
"172e6e73fc2cb8f5","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00129547","1300 BLOCK S MCDONOUGH ST","6/23/2020 @ 7:50 AM"
"172e6e73fc2cb8f5","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00129600","3300 BLOCK  CLOVERDALE RD","6/23/2020 @ 1:00 AM"
"172e6e73fc2cb8f5","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00129782","800 BLOCK  CLAYTON ST","6/22/2020 @ 5:00 PM"
"172e6e73fc2cb8f5","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00129801","2000 BLOCK W  FAIRVIEW AVE","6/22/2020 @ 4:30 PM"
"172e6e73fc2cb8f5","Fraud","","IDENTITY THEFT","2020-00129746","1900 BLOCK CAPITOL AVENUE","6/22/2020 @ 8:00 AM"
"172e6e73fc2cb8f5","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00129560","500 BLOCK S  HOLT ST","6/21/2020 @ 1:30 PM"
"172e6e73fc2cb8f5","Homicide","","HOMICIDE/MURDER - NON-FAMILY GUN","2020-00127749","1500 BLOCK N  DECATUR ST","6/20/2020 @ 10:37 PM"
"172e6e73fc2cb8f5","Homicide","","HOMICIDE/MURDER - NON-FAMILY GUN","2020-00110949","DRIVERS ROW  & N  DECATUR ST","5/30/2020 @ 3:10 PM"
"172e1c10af9824aa","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00129322","800 BLOCK E  EDGEMONT AV","6/22/2020 @ 10:45 PM"
"172e1c10af9824aa","Drugs / Alcohol Violations","","POSSESSION OF CONTROLLED SUBSTANCE - COCAINE - POSESS","2020-00129206","ROSA L PARKS AVE","6/22/2020 @ 8:00 PM"
"172e1c10af9824aa","Burglary","","DOMESTIC VIOLENCE 2ND - BURGLARY 2ND/3RD RESIDENCE - FORCE","2020-00129191","100 BLOCK  JULIA ST","6/22/2020 @ 7:30 PM"
"172e1c10af9824aa","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00129109","1600 BLOCK  OAK ST","6/22/2020 @ 5:30 PM"
"172e1c10af9824aa","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00129214","2400 BLOCK  BAY ST","6/22/2020 @ 5:00 AM"
"172e1c10af9824aa","Assault","","DISCHARGE FIREARM INTO OCCUPIED BUILDING/VEHICLE","2020-00128921","1100 BLOCK  BRAGG ST","6/22/2020 @ 3:00 AM"
"172e1c10af9824aa","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00128618","3300 BLOCK  BANKHEAD AV","6/22/2020 @ 12:40 AM"
"172e1c10af9824aa","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00128752","1200 BLOCK  FELDER AV","6/21/2020 @ 10:00 PM"
"172e1c10af9824aa","Assault","","ASSAULT 3RD - SIMPLE ASSAULT","2020-00128722","700 BLOCK W  FAIRVIEW AV","6/21/2020 @ 9:00 PM"
"172e1c10af9824aa","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00128821","1100 BLOCK  FELDER AV","6/21/2020 @ 5:30 PM"
"172e1c10af9824aa","Sex Crimes","","RAPE 1ST - STRONG ARM","2020-00128997","1700 BLOCK  PINE ST","6/15/2020 @ 12:00 AM"
"172dc9784d773bc9","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00128243","1500 BLOCK  AMOY CT","6/21/2020 @ 8:00 AM"
"172dc9784d773bc9","Vandalism","","CRIMINAL MISCHIEF 3RD - OTHER","2020-00128084","500 BLOCK  WOODBROOK DR","6/21/2020 @ 7:00 AM"
"172dc9775569fd79","Vandalism","","DOMESTIC VIOLENCE 3RD- CRIMINAL MISCHIEF 2ND- DAMAGE TO PRIVATE PROPERTY","2020-00128435","600 BLOCK  CLEVELAND CT","6/21/2020 @ 8:40 PM"
"172dc9775569fd79","Weapons","","DISCHARGE FIREARM INTO UNOCCUPIED BUILDING/VEHICLE","2020-00127948","2000 BLOCK  HIGHLAND AV","6/21/2020 @ 3:35 AM"
"172dc9775569fd79","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00128046","1600 BLOCK  OAK ST","6/20/2020 @ 10:00 AM"
"172d7679fbbccf21","Assault","","DOMESTIC VIOLENCE 3RD - RECKLESS ENDANGERMENT","2020-00127894","3000 BLOCK  LOWER WETUMPKA RD","6/21/2020 @ 1:40 AM"
"172d7679fbbccf21","Assault","","DISCHARGE FIREARM INTO OCCUPIED BUILDING/VEHICLE","2020-00127663","400 BLOCK EDWARD RD","6/20/2020 @ 8:50 PM"
"172d7679fbbccf21","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00127145","500 BLOCK  WOODBROOK DR","6/20/2020 @ 6:30 AM"
"172d7679fbbccf21","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00126729","0 BLOCK  MICHIGAN AV","6/19/2020 @ 5:00 PM"
"172d7679fbbccf21","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT / COERCION","2020-00126414","2400 BLOCK  CHASE PARK DR","6/19/2020 @ 11:15 AM"
"172d7679b5a74a3a","Assault","","ASSAULT 2ND - ASSAULT NON-FAMILY - KNIFE","2020-00127907","3300 BLOCK S  HULL ST","6/21/2020 @ 2:20 AM"
"172d7679b5a74a3a","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00127908","300 BLOCK  MADISON AV","6/21/2020 @ 2:18 AM"
"172d7679b5a74a3a","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00127698","1400 BLOCK  MOBILE RD","6/20/2020 @ 9:30 PM"
"172d7679b5a74a3a","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00127372","700 BLOCK UNIVERSITY DR","6/20/2020 @ 1:30 PM"
"172d7679b5a74a3a","Robbery","","ROBBERY 1ST - STREET - GUN","2020-00127072","1700 BLOCK  CARTER HILL RD","6/20/2020 @ 3:00 AM"
"172d7679b5a74a3a","Fraud","","IDENTITY THEFT","2020-00127392","0 BLOCK W  FAIRVIEW AVE","6/2/2020 @ 11:00 AM"
"172d24b557192e03","Drugs / Alcohol Violations","","POSSESSION MARIJUANA 1ST - MARIJUANA - SMUGGLE","2020-00126727","NORTH PASS RD","6/19/2020 @ 7:55 PM"
"172d24b557192e03","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00126542","3800 BLOCK  FAIRGROUND RD","6/19/2020 @ 11:00 AM"
"172d24b557192e03","Vandalism","","CRIMINAL MISCHIEF 2ND - DAMAGE TO PRIVATE PROPERTY","2020-00126373","0 BLOCK  PINE ST","6/19/2020 @ 10:20 AM"
"172d24b557192e03","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00126435","2900 BLOCK  LA SALLE ST","6/18/2020 @ 8:00 PM"
"172d24b557192e03","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00126370","1800 BLOCK  COTTON CT","6/18/2020 @ 8:00 PM"
"172d24b5338858eb","Burglary","","DOMESTIC VIOLENCE 2ND - BURGLARY 2ND/3RD RESIDENCE - FORCE","2020-00127040","100 BLOCK  JULIA ST","6/20/2020 @ 2:00 AM"
"172d24b5338858eb","Assault","","ASSAULT 2ND - NON-FAMILY - GUN","2020-00126929","0 BLOCK W  EDGEMONT AVE","6/19/2020 @ 10:30 PM"
"172d24b5338858eb","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00126367","700 BLOCK S  CAPITOL PKWY","6/19/2020 @ 3:00 AM"
"172d24b5338858eb","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00125436","100 BLOCK W  EDGEMONT AV","6/18/2020 @ 10:30 PM"
"172d24b5338858eb","Theft / Larceny","","THEFT 2ND - FIREARMS","2020-00126654","1300 BLOCK  PEACH ST","6/18/2020 @ 3:00 AM"
"172cd609872c8406","Assault","","HARASSMENT - SIMPLE ASSAULT","2020-00126003","200 BLOCK  DICKERSON ST","6/18/2020 @ 9:10 PM"
"172cd609872c8406","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00125864","1800 BLOCK  PINE ST","6/18/2020 @ 3:10 PM"
"172cd609872c8406","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00125199","800 BLOCK W  FAIRVIEW AV","6/17/2020 @ 8:10 PM"
"172cd609635d6874","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00125818","800 BLOCK  NORTH PASS RD","6/18/2020 @ 3:00 PM"
"172cd609635d6874","Burglary","","BURGLARY 3RD - RESIDENCE - NO FORCE","2020-00125824","2700 BLOCK  CRESTVIEW AV","6/14/2020 @ 2:00 PM"
"172c83d5302c4f1b","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00125317","1300 BLOCK E  FAIRVIEW AV","6/17/2020 @ 11:10 PM"
"172c83d5302c4f1b","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00124386","S COURT ST","6/16/2020 @ 7:30 PM"
"172c83d5302c4f1b","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00124739","500 BLOCK  GRADY ST","6/16/2020 @ 6:00 PM"
"172c83d5302c4f1b","Robbery","","ROBBERY 1ST - STREET - GUN","2020-00124062","400 BLOCK  CALLOWAY ST","6/16/2020 @ 10:45 AM"
"172c83d5302c4f1b","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00124810","1100 BLOCK  ADAMS AV","6/16/2020 @ 12:01 AM"
"172c83d5302c4f1b","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00125102","1800 BLOCK  GIBBS CIR","6/13/2020 @ 12:00 PM"
"172c83d5302c4f1b","Fraud","","THEFT 1ST - THEFT OF PROPERTY - SWINDLE","2020-00124889","500 BLOCK S  LAWRENCE ST","5/25/2020 @ 12:00 AM"
"172c83d477849fc5","Theft / Larceny","","THEFT 2ND - FROM RESIDENCE","2020-00125064","3000 BLOCK  ASHLEY AV","6/15/2020 @ 9:00 AM"
"172c83d477849fc5","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00124834","3800 BLOCK  WOODBURY CT","6/14/2020 @ 7:00 PM"
"172c83d477849fc5","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00124908","3000 BLOCK  BARKSDALE ST","6/7/2020 @ 11:00 AM"
"172c32016b2d38f2","Assault","","HARASSMENT","2020-00124343","500 BLOCK W  FAIRVIEW AV","6/16/2020 @ 6:40 PM"
"172c32016b2d38f2","Burglary","","BURGLARY 3RD -NON-RESIDENCE - FORCE","2020-00123888","700 BLOCK W  FAIRVIEW AV","6/15/2020 @ 11:00 PM"
"172c32016b2d38f2","Motor Vehicle Theft","","THEFT 1ST - OTHER VEHICLE","2020-00124046","1700 BLOCK  MT MEIGS RD","6/15/2020 @ 3:30 PM"
"172c32016b2d38f2","Fraud","","IDENTITY THEFT","2020-00124032","500 BLOCK ALABAMA ST","6/7/2020 @ 8:00 AM"
"172c32016b2d38f2","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00124278","0 BLOCK W  FAIRVIEW AVE","5/31/2020 @ 12:00 PM"
"172c3201608d6c44","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00123919","2800 BLOCK  LOWER WETUMPKA RD","6/16/2020 @ 6:59 AM"
"172c3201608d6c44","Vandalism","","CRIMINAL MISCHIEF 3RD - DAMAGE TO PUBLIC PROPERTY","2020-00123873","1700 BLOCK  CONG W L DICKINSON DR","6/16/2020 @ 3:00 AM"
"172c3201608d6c44","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00124136","3400 BLOCK  PRINCESS ANN ST","6/16/2020 @ 1:30 AM"
"172c3201608d6c44","Assault","","ASSAULT 2ND - NON-FAMILY - GUN","2020-00123553","1600 BLOCK  YARBROUGH ST","6/15/2020 @ 5:50 PM"
"172c3201608d6c44","Burglary","","BURGLARY 3RD -NON-RESIDENCE - FORCE","2020-00124281","600 BLOCK  6TH ST","6/14/2020 @ 12:00 PM"
"172be1209bd4b36f","Robbery","","ROBBERY 1ST - STREET - GUN","2020-00123673","2000 BLOCK  CAPITOL AV","6/15/2020 @ 9:00 PM"
"172be1209bd4b36f","Burglary","","BURGLARY 2ND - NON-RESIDENCE - FORCE","2020-00123379","3300 BLOCK S  COURT ST","6/15/2020 @ 2:20 PM"
"172be1209bd4b36f","Assault","","DOMESTIC VIOLENCE 3RD - MENACING - GUN/KNIFE/STRON ARM/OTHER WEAPON","2020-00123281","600 BLOCK  MILL ST","6/15/2020 @ 11:40 AM"
"172be1209bd4b36f","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00123098","3400 BLOCK  NORMAN BRIDGE RD","6/15/2020 @ 6:30 AM"
"172be1209bd4b36f","Assault","","HARASSMENT","2020-00123081","3300 BLOCK  NORMAN BRIDGE RD","6/15/2020 @ 5:45 AM"
"172be1209bd4b36f","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00123104","3300 BLOCK S  PERRY ST","6/15/2020 @ 3:44 AM"
"172be1209bd4b36f","Burglary","","BURGLARY 3RD -NON-RESIDENCE - FORCE","2020-00123100","1100 BLOCK  ADAMS AV","6/15/2020 @ 1:20 AM"
"172be1209bd4b36f","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00123186","600 BLOCK  THORN PL","6/14/2020 @ 9:00 PM"
"172be1209bd4b36f","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00123344","1600 BLOCK E  FAIRVIEW AVE","6/14/2020 @ 9:00 PM"
"172be1209bd4b36f","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00123304","3200 BLOCK  SOUTHMONT DR","6/14/2020 @ 9:00 PM"
"172be1209bd4b36f","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00123112","800 BLOCK N  PERRY ST","6/14/2020 @ 3:30 PM"
"172be11faf65b394","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00123205","2700 BLOCK  LOWER WETUMPKA RD","6/15/2020 @ 8:30 AM"
"172be11faf65b394","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00123152","2200 BLOCK  LOWER WETUMPKA RD","6/15/2020 @ 7:30 AM"
"172be11faf65b394","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00123527","200 BLOCK  MARLBOROUGH ST","6/14/2020 @ 8:00 AM"
"172be11faf65b394","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00123227","300 BLOCK  CHISHOLM ST","6/14/2020 @ 2:00 AM"
"172be11faf65b394","Fraud","","THEFT 3RD - SWINDLE","2020-00117755","2800 BLOCK  SUMTER AVE","5/31/2020 @ 8:00 AM"
"172b8e5f38d8e775","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00122597","1800 BLOCK  HILL ST","6/14/2020 @ 2:19 PM"
"172b8e5f38d8e775","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00122514","3400 BLOCK  RICHMOND CT","6/14/2020 @ 11:15 AM"
"172b8e5f38d8e775","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00122437","600 BLOCK  COLUMBUS ST","6/14/2020 @ 2:00 AM"
"172b8e5f38d8e775","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00122475","800 BLOCK  HILL ST","6/13/2020 @ 11:00 PM"
"172b8e5f38d8e775","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00122440","3100 BLOCK  NORMAN BRIDGE RD","6/13/2020 @ 8:00 PM"
"172b8e5f38d8e775","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00122635","3400 BLOCK  WELLINGTON RD","6/13/2020 @ 9:00 AM"
"172b8e5f38d8e775","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00118680","600 BLOCK  EMERSON ST","6/9/2020 @ 4:15 AM"
"172b8e5f001a2312","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00122582","2800 BLOCK  WILLENA AV","6/14/2020 @ 1:40 PM"
"172b8e5f001a2312","Sex Crimes","","SEXUAL ABUSE 2ND - SEXUAL CONTACT NO CONSENT OR 12-16 YEARS","2020-00122651","100 BLOCK  LONGBROOK DR","6/14/2020 @ 9:00 AM"
"172b8e5f001a2312","Assault","","HARASSMENT","2020-00122436","2400 BLOCK  CHASE PARK DR","6/14/2020 @ 8:20 AM"
"172b3bb887c4165e","Theft / Larceny","","THEFT 4TH - BICYCLE","2020-00121676","2800 BLOCK  LOWER WETUMPKA RD","6/13/2020 @ 9:00 AM"
"172b3bb887c4165e","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00121969","1500 BLOCK  FEDERAL DR","6/12/2020 @ 7:00 AM"
"172b3bb887c4165e","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00121099","2400 BLOCK  CHASE PARK DR","6/11/2020 @ 11:15 AM"
"172b3bb85cc93989","Assault","","ASSAULT 2ND - ASSAULT NON-FAMILY - KNIFE","2020-00018057","2300 BLOCK  HIGHLAND AV","6/13/2020 @ 6:00 PM"
"172b3bb85cc93989","Motor Vehicle Theft","","COMM. UNAUTHORIZED USE OF AUTO","2020-00121757","2400 BLOCK  CHAPPELL DR","6/13/2020 @ 12:00 PM"
"172b3bb85cc93989","Fraud","","OBSTRUCT JUSTICE USING FALSE IDENTITY","2020-00121383","S COURT ST","6/13/2020 @ 12:21 AM"
"172b3bb85cc93989","Vandalism","","DOMESTIC VIOLENCE 3RD- CRIMINAL MISCHIEF 2ND- DAMAGE TO PRIVATE PROPERTY","2020-00121346","700 BLOCK UNIVERSITY DR","6/12/2020 @ 11:34 PM"
"172b3bb85cc93989","Vandalism","","CRIMINAL MISCHIEF 3RD - OTHER","2020-00121380","CROSSWAY DR","6/12/2020 @ 10:00 PM"
"172b3bb85cc93989","Theft / Larceny","","THEFT 3RD - FROM YARD","2020-00121577","2200 BLOCK  EDWARD J NETTLES LN","6/12/2020 @ 5:00 PM"
"172b3bb85cc93989","Assault","","ASSAULT 2ND - NON-FAMILY - GUN","2020-00120319","MIRIAM ST / BOYCE ST","6/11/2020 @ 5:50 PM"
"172ae9065e619d2c","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT / COERCION","2020-00121053","2400 BLOCK  PLUM ST","6/12/2020 @ 3:50 PM"
"172ae9065e619d2c","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT / COERCION","2020-00120816","500 BLOCK  CAPITOL PKWY CT","6/12/2020 @ 9:10 AM"
"172ae9065e619d2c","Assault","","COMM. ASSAULT 3","2020-00120757","400 BLOCK S  HULL ST","6/12/2020 @ 7:15 AM"
"172ae9065e619d2c","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00120732","900 BLOCK S  UNION ST","6/11/2020 @ 10:00 PM"
"172ae9065e619d2c","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00120879","1500 BLOCK  GILMER AV","6/11/2020 @ 5:30 PM"
"172ae9065e619d2c","Homicide","","HOMICIDE/MURDER - NON-FAMILY GUN","2020-00120287","1100 BLOCK  VICTOR TULANE CIR","6/11/2020 @ 5:05 PM"
"172ae906473f4369","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00120793","2000 BLOCK  MIDWAY ST","6/10/2020 @ 10:00 PM"
"172a955502150ec5","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00120239","600 BLOCK  6TH ST","6/8/2020 @ 6:00 AM"
"172a9554b18d0d56","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00120462","0 BLOCK  NICROSI ST","6/11/2020 @ 9:00 PM"
"172a9554b18d0d56","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00120368","200 BLOCK  NOBLE AV","6/11/2020 @ 7:25 PM"
"172a9554b18d0d56","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00120343","600 BLOCK S  DECATUR ST","6/11/2020 @ 6:00 PM"
"172a9554b18d0d56","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00120315","600 BLOCK S  DECATUR ST","6/11/2020 @ 5:51 PM"
"172a9554b18d0d56","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00120112","2000 BLOCK W  FAIRVIEW AVE","6/10/2020 @ 5:30 PM"
"172a9554b18d0d56","Burglary","","DOMESTIC VIOLENCE 2ND - BURGLARY 2ND/3RD RESIDENCE - FORCE","2020-00119667","3500 BLOCK  DORIS CIR","6/9/2020 @ 4:00 PM"
"172a42eb1f47af8f","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT / COERCION","2020-00119601","2000 BLOCK  OKLAHOMA ST","6/10/2020 @ 6:50 PM"
"172a42eb1f47af8f","Vandalism","","CRIMINAL MISCHIEF 3RD - DAMAGE TO BUSINESS PROPERTY","2020-00119133","3400 BLOCK  LOWER WETUMPKA RD","6/10/2020 @ 4:09 AM"
"172a42eb1f47af8f","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00119470","300 BLOCK  PARK MANOR DR","6/9/2020 @ 11:30 PM"
"172a42eb1f47af8f","Drugs / Alcohol Violations","","POSSESSION OF CONTROLLED SUBSTANCE - METHAMPHETAMINE POSSESS","2020-00119344","FEDERAL DR","6/9/2020 @ 9:55 PM"
"172a42eb1f47af8f","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00119238","2100 BLOCK  YARBROUGH ST","6/9/2020 @ 9:30 PM"
"172a42eb1f47af8f","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00119316","2000 BLOCK  AMOS ST","6/9/2020 @ 8:30 PM"
"172a42eb1385952a","Vandalism","","DOMESTIC VIOLENCE 3RD- CRIMINAL MISCHIEF 2ND- DAMAGE TO PRIVATE PROPERTY","2020-00119581","1200 BLOCK S  HOLT ST","6/10/2020 @ 6:00 PM"
"172a42eb1385952a","Fraud","","THEFT 3RD - SWINDLE","2020-00119624","2100 BLOCK  COLLEGE ST","6/10/2020 @ 3:00 PM"
"172a42eb1385952a","Theft / Larceny","","THEFT 3RD - FROM YARD","2020-00119469","2400 BLOCK  CHERRY ST","6/10/2020 @ 2:30 PM"
"172a42eb1385952a","Assault","","ASSAULT 3RD AGGRAVATED NON-FAMILY - GUN","2020-00119452","GREYHOUND ST / DAY ST","6/10/2020 @ 2:00 PM"
"172a42eb1385952a","Vandalism","","CRIMINAL MISCHIEF 3RD - OTHER","2020-00119364","1700 BLOCK S  COURT ST","6/10/2020 @ 12:30 PM"
"172a42eb1385952a","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00119365","1700 BLOCK  CARTER HILL RD","6/10/2020 @ 12:15 PM"
"172a42eb1385952a","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00119118","2100 BLOCK  COUNCIL ST","6/9/2020 @ 6:00 PM"
"172a42eb1385952a","Burglary","","BURGLARY 3RD - NON-RESIDENCE - NO FORCE","2020-00119282","3300 BLOCK  WELLINGTON RD","6/9/2020 @ 6:00 PM"
"172a42eb1385952a","Sex Crimes","","COMM. PUBLIC LEWDNESS","2020-00116247","300 BLOCK N  RIPLEY ST","6/6/2020 @ 8:15 AM"
"1729f167f64d0d9e","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00119012","700 BLOCK  GOLDEN GATE DR","6/9/2020 @ 2:00 PM"
